player,pos,g,ast_per_game,blk_per_game,drb_per_game,e_fg_percent,fg_per_game,fg_percent,fga_per_game,ft_per_game,ft_percent,fta_per_game,gs,mp_per_game,orb_per_game,pf_per_game,pts_per_game,stl_per_game,tov_per_game,trb_per_game,x2p_per_game,x2p_percent,x2pa_per_game,x3p_per_game,x3p_percent,x3pa_per_game,all_star_selections,major_award_count,278.225,210.797,267.271
Gary Forbes,SF,111,0.93,0.1,1.486,0.479,2.13,0.436,4.862,1.116,0.698,1.616,7.108,13.595,0.486,1.2,5.805,0.443,0.873,1.93,1.7,0.468,3.616,0.43,0.337,1.246,0,0,,,
Lou Tsioropoulos,SF,157,1.046,0,0,0.314,2.124,0.314,6.795,1.478,0.732,2.101,0,18.964,0,2.89,5.804,0,0,4.78,2.124,0.314,6.795,0,0,0,0,0,,,
Nazr Mohammed,C,1005,0.379,0.628,2.886,0.473,2.4,0.473,4.919,1.024,0.622,1.592,25.537,15.811,1.802,2.15,5.801,0.436,0.903,4.674,2.4,0.474,4.907,0,0,0,0,0,,,
Xavier Rathan-Mayes,SG,5,3.6,0.6,1,0.298,2.4,0.286,8.4,0.8,0.444,1.8,0,23.6,0,3.6,5.8,1.2,2.2,1,2.2,0.393,5.6,0.2,0.071,2.8,0,0,,,
Lindsay Hairston,SF,47,0.4,0.7,2.4,0.456,2.2,0.456,4.9,1.4,0.58,2.4,0,13.9,1.4,1.8,5.8,0.4,0,3.8,2.2,0.456,4.9,0,0,0,0,0,,,
Butch Booker,C,12,0.5,0,3.9,0.492,2.5,0.492,5.1,0.8,0.556,1.5,0,18.4,3.7,1.9,5.8,0,1.1,7.6,2.5,0.5,5,0,0,0.1,0,0,,,
Bill Mlkvy,SF,31,2,0,0,0.305,2.4,0.305,7.9,1,0.646,1.5,0,19.6,0,1.7,5.8,0,0,3.3,2.4,0.305,7.9,0,0,0,0,0,,,
Chips Sobek,G-F,60,1.6,0,0,0.378,1.6,0.378,4.2,2.6,0.761,3.4,0,0,0,2.6,5.8,0,0,0,1.6,0.378,4.2,0,0,0,0,0,,,
Bob Mullens,G,54,1,0,0,0.281,2.3,0.281,8.2,1.2,0.627,1.9,0,0,0,1.7,5.8,0,0,0,2.3,0.281,8.2,0,0,0,0,0,,,
Dante Cunningham,PF,715,0.724,0.468,2.603,0.505,2.468,0.471,5.298,0.511,0.651,0.804,19.69,20.801,1.133,1.709,5.795,0.651,0.491,3.75,2.181,0.505,4.416,0.306,0.166,0.883,0,0,,,
Jim Jarvis,PG,125,1.199,0,0.546,0.396,2.249,0.376,5.946,1.098,0.809,1.397,0,13.843,0.496,1.898,5.795,0,0.949,1.898,1.999,0.384,5.196,0.25,0.326,0.8,0,0,,,
Jerry Fleishman,SG,262,1.628,0,0,0.279,2.065,0.279,7.452,1.644,0.629,2.572,0,3.363,0,2.324,5.791,0,0,0.579,2.065,0.279,7.452,0,0,0,0,0,,,
Malcolm Delaney,PG,127,2.77,0.043,1.585,0.431,2,0.377,5.3,1.17,0.805,1.47,2.425,17.823,0.143,1.5,5.783,0.543,1.257,1.785,1.43,0.412,3.46,0.613,0.293,1.84,0,0,,,
Steve Burtt,SG,101,1.205,0.134,0.65,0.422,2.154,0.42,5.088,1.43,0.696,2.043,0.614,11.105,0.261,1.925,5.778,0.453,1.098,0.912,2.147,0.427,4.961,0.012,0.064,0.131,0,0,,,
John Mahnken,C,414,1.297,0,0,0.286,2.325,0.286,8.621,1.1,0.65,1.687,0,3.272,0,2.748,5.777,0,0,1.285,2.325,0.286,8.621,0,0,0,0,0,,,
Aaron Williams,PF,715,0.682,0.747,2.474,0.492,2.206,0.492,4.476,1.38,0.74,1.859,7.192,16.794,1.425,2.452,5.772,0.402,0.929,3.896,2.206,0.495,4.441,0,0.034,0.002,0,0,,,
Mikki Moore,C,564,0.723,0.561,2.516,0.536,2.228,0.536,4.08,1.266,0.752,1.709,23.383,18.186,1.374,2.738,5.771,0.308,0.955,3.893,2.223,0.538,4.052,0,0.053,0.018,0,0,,,
Rodney McGruder,SG,317,1.191,0.141,2.01,0.515,2.13,0.422,5.122,0.524,0.668,0.756,27.817,19.439,0.787,1.433,5.762,0.503,0.593,2.797,1.209,0.486,2.474,0.931,0.357,2.632,0,0,,,
Johnny Juzang,SF,40,0.78,0.14,1.565,0.489,2.155,0.384,5.46,0.295,0.582,0.44,2.5,15.63,0.38,1.115,5.76,0.215,0.465,1.94,0.995,0.508,1.91,1.16,0.315,3.6,0,0,,,
Sam Young,SF,249,0.743,0.241,1.66,0.454,2.247,0.431,5.056,1.051,0.713,1.455,15.687,15.922,0.675,1.233,5.758,0.548,0.841,2.303,2.079,0.457,4.371,0.176,0.28,0.686,0,0,,,
Dermie O'Connell,G,82,1.91,0,0,0.265,2.389,0.265,9.049,0.954,0.53,1.807,0,0,0,1.602,5.757,0,0,0,2.389,0.265,9.049,0,0,0,0,0,,,
Rafael Addison,SF,379,0.901,0.234,1.349,0.463,2.447,0.446,5.387,0.698,0.773,0.946,9.918,15.045,0.711,1.762,5.755,0.395,0.751,2.063,2.256,0.468,4.736,0.191,0.25,0.652,0,0,,,
Jon Barry,SG,821,2.165,0.137,1.459,0.519,1.942,0.431,4.47,1.061,0.847,1.244,2.857,16.906,0.391,1.246,5.752,0.877,0.994,1.85,1.142,0.473,2.433,0.793,0.381,2.029,0,0,,,
Joe Roberts,SF,218,0.551,0,0,0.379,2.281,0.379,6.003,1.17,0.629,1.813,0,15.918,0,2.217,5.752,0,0.136,4.938,2.264,0.379,6.003,0,0.057,0.017,0,0,,,
Thabo Sefolosha,SG,869,1.363,0.426,3.037,0.51,2.206,0.449,4.92,0.743,0.71,1.013,38.331,21.922,0.715,1.653,5.751,1.077,0.864,3.755,1.597,0.508,3.215,0.599,0.341,1.698,0,0,,,
Joe Buckhalter,PF,65,0.678,0,0,0.444,2.326,0.444,5.214,1.097,0.632,1.678,0,11.428,0,1.954,5.749,0,0,4.117,2.326,0.444,5.214,0,0,0,0,0,,,
Mark West,C,1090,0.402,1.283,3.267,0.562,2.312,0.562,3.996,1.087,0.543,1.937,38.373,18.553,1.64,2.873,5.748,0.304,1.106,4.908,2.312,0.562,3.996,0,0,0,0,0,,,
Mychal Mulder,SF,84,0.438,0.171,1.148,0.563,2.02,0.416,4.854,0.292,0.719,0.468,5.143,14.421,0.125,1.046,5.746,0.208,0.374,1.273,0.626,0.594,1.101,1.394,0.373,3.836,0,0,,,
Trevor Wilson,PF,103,0.974,0.125,1.967,0.434,2.294,0.434,5.028,1.138,0.586,2.019,7.194,15.617,1.48,1.543,5.745,0.509,1.125,3.426,2.294,0.438,5.004,0,0,0.024,0,0,,,
Jerry Kelly,F,46,0.467,0,0,0.292,2.028,0.292,7.039,1.589,0.624,2.45,0,0,0,2.87,5.739,0,0,0,2.028,0.292,7.039,0,0,0,0,0,,,
Ben Wallace,PF,1088,1.314,1.96,6.463,0.474,2.365,0.473,4.983,1.028,0.405,2.467,61.848,29.492,3.17,1.912,5.738,1.251,0.968,9.642,2.365,0.475,4.922,0,0.1,0.048,4,4,,,
James Anderson,SF,247,1.193,0.228,1.814,0.476,2.132,0.401,5.171,0.719,0.764,0.936,24.117,17.492,0.44,1.177,5.737,0.489,0.857,2.27,1.328,0.475,2.7,0.792,0.315,2.471,0,0,,,
Steve Green,SF,205,0.789,0.138,1.356,0.444,2.34,0.444,5.274,1.104,0.712,1.529,0,13.156,1.046,1.999,5.737,0.513,0.539,2.383,2.34,0.445,5.248,0,0,0.025,0,0,,,
PJ Dozier,PG,121,1.628,0.271,2.187,0.451,2.217,0.393,5.514,0.598,0.576,0.896,2.479,16.317,0.543,1.43,5.736,0.525,0.74,2.73,1.536,0.464,3.269,0.663,0.289,2.245,0,0,,,
Joe Kennedy,SF,168,0.824,0,1.171,0.362,2.168,0.362,5.792,1.389,0.819,1.713,0,16.112,0.879,1.912,5.733,0,0.586,3.581,2.168,0.363,5.743,0,0,0,0,0,,,
Hawkeye Whitney,SG,70,1.203,0.067,1.469,0.445,2.51,0.443,5.383,0.804,0.704,1.039,1.314,14.957,0.6,1.837,5.724,0.836,0.869,2.103,2.443,0.446,5.283,0,0.224,0.067,0,0,,,
Etan Thomas,C,409,0.358,1.061,3.061,0.515,2.16,0.515,4.258,1.382,0.604,2.285,11.196,17.337,1.657,2.17,5.722,0.328,0.948,4.712,2.16,0.515,4.258,0,0,0,0,0,,,
Bill Hewitt,PF,361,1.288,0.03,0.239,0.436,2.475,0.436,5.627,0.773,0.558,1.362,0,20.658,0.085,2.201,5.722,0.025,0,5.488,2.475,0.436,5.627,0,0,0,0,0,,,
Dick Triptow,G-F,59,1.605,0,0,0.259,1.958,0.259,7.173,1.805,0.742,2.458,0,0,0,1.859,5.72,0,0,0,1.958,0.259,7.173,0,0,0,0,0,,,
Ivan Rabb,PF,85,1.015,0.342,2.842,0.559,2.4,0.555,4.258,0.915,0.751,1.231,9.612,14.531,1.442,1.673,5.715,0.3,0.827,4.285,2.342,0.571,4.085,0.058,0.115,0.173,0,0,,,
Billy Shepherd,PG,169,3.867,0.091,0.883,0.445,2.17,0.377,5.626,0.632,0.696,0.863,0,18.494,0.24,1.08,5.715,1.005,1.274,1.124,1.427,0.39,3.481,0.793,0.355,2.145,0,0,,,
Joshua Primo,SF,56,1.75,0.5,1.629,0.444,1.968,0.371,5.339,0.932,0.722,1.236,14.286,19.075,0.589,1.571,5.714,0.379,1.254,2.307,1.196,0.445,2.696,0.771,0.292,2.643,0,0,,,
Keon Johnson,SG,86,1.65,0.234,1.157,0.431,2.04,0.362,5.651,0.927,0.706,1.207,5.163,14.044,0.456,1.434,5.714,0.626,1.1,1.656,1.28,0.398,3.27,0.759,0.33,2.292,0,0,,,
